Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
Diodes,DIOD,2335.38,NSDQ,12,Computer and Technology,Electronics - Semiconductors,50.33,1.31,1.32,2.83
Disney,DIS,211882.39,NYSE,9,Consumer Discretionary,Media Conglomerates,117.86,4.97,5.76,6.25
Distoken Acquisition Corporation,DIST,89.61,NSDQ,12,Unclassified,Unclassified,28,,,
AMCON Distributing,DIT,69,AMEX,9,Retail-Wholesale,Retail - Supermarkets,106.9,7.15,,
Daily Journal,DJCO,540.47,NSDQ,9,Consumer Staples,Publishing - Newspapers,392.38,40.56,,
Trump Media & Technology Group Corp.,DJT,4097,NSDQ,12,Computer and Technology,Internet - Software,18.57,-2.36,,
Delek US Holdings,DK,1296.53,NYSE,12,Oils-Energy,Oil and Gas - Refining and Marketing,21.35,-5.31,-4.58,-1.36
Daikin Industries,DKILY,32447.61,OTC,3,Computer and Technology,Electronics - Miscellaneous Products,11.07,0.57,0.64,0.75
Delek Logistics Partners,DKL,2292.61,NYSE,12,Oils-Energy,Oil and Gas - Production Pipeline - MLB,42.9,2.99,3.9,4.43
DraftKings,DKNG,35216.26,NSDQ,12,Consumer Discretionary,Gaming,39.6,-1.05,1.4,1.89
DICK'S Sporting Goods,DKS,13946.61,NYSE,1,Retail-Wholesale,Retail - Miscellaneous,174.23,14.05,14.39,15.4
Deutsche Lufthansa,DLAKY,9394.8,OTC,12,Transportation,Transportation - Airline,7.84,1.25,1.02,1.37
Dolby Laboratories,DLB,7045.49,NYSE,9,Consumer Discretionary,Audio Video Production,73.34,3.79,3.98,4.17
Datalex,DLEXY,102.83,OTC,12,Computer and Technology,Computer - Integrated Systems,1.55,-0.14,,
DLH,DLHC,78.69,NSDQ,9,Business Services,Staffing Firms,5.47,0.51,0.19,-0.04
Dynagas LNG Partners,DLNG,133.52,NYSE,12,Transportation,Transportation - Services,3.63,1.12,,
DLocal Limited,DLO,2843.33,NSDQ,12,Business Services,Financial Transaction Services,9.96,0.51,0.62,0.75
Dolphin Digital Media,DLPN,12.62,NSDQ,12,Business Services,Technology Services,1.13,-0.45,,
Digital Realty Trust,DLR,59477.38,NYSE,12,Finance,REIT and Equity Trust - Other,176.6,6.71,7.04,7.61
Duluth Holdings,DLTH,74.41,NSDQ,1,Consumer Discretionary,Textile - Apparel,1.98,-0.71,-0.58,-0.32
Dollar Tree,DLTR,20354.1,NSDQ,1,Retail-Wholesale,Retail - Discount Stores,97.53,5.1,5.39,6.12
Deluxe,DLX,659.91,NYSE,12,Business Services,Business - Office Products,14.75,3.29,3.36,3.71
Drugs Made In America Acquisition Corp.,DMAA,297.26,NSDQ,12,Unclassified,Unclassified,10.19,,,
DiaMedica Therapeutics,DMAC,163.82,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.82,-0.6,-0.72,-0.9
,DMF,143.85,AMEX,9,Finance,Financial - Investment Funds,6.93,,,
DIAMCOR MINING,DMIFF,1.28,OTC,3,Basic Materials,Mining - Miscellaneous,0.0076,-0.03,,
Dorchester Minerals,DMLP,1321.02,NSDQ,12,Oils-Energy,Oil and Gas - Royalty Trust - United States,27.905,2.13,,
Digimarc,DMRC,276.3,NSDQ,12,Industrial Products,Security and Safety Services,12.82,-1.01,,
"dMY Squared Technology Group, Inc.",DMYY,55.58,AMEX,12,Unclassified,Unclassified,14.185,-0.21,,
Ginkgo Bioworks,DNA,502.2,NYSE,12,Medical,Medical - Biomedical and Genetics,8.58,-10.36,-5.56,-3.13
DeNA Co,DNACF,1944.68,OTC,3,Computer and Technology,Internet - Services,17.464,1.43,,
Dun & Bradstreet,DNB,4049.07,NYSE,12,Business Services,Business - Information Services,9.07,0.98,1.05,1.15
DNB Bank ASA,DNBBY,43580.77,OTC,12,Finance,Banks - Foreign,28.11,2.73,2.85,2.73
Dongfeng Motor Group,DNFGY,3596.87,OTC,12,Auto-Tires-Trucks,Automotive - Foreign,21.662,0.05,,
DANSKE BANK,DNKEY,32865.41,OTC,12,Finance,Banks - Foreign,19.68,2.02,2.02,2.05
Denali Therapeutics,DNLI,2046.94,NSDQ,12,Medical,Medical - Biomedical and Genetics,14.09,-2.57,-3.02,-2.86
Dunelm Group,DNLMY,3078.63,OTC,6,Consumer Discretionary,Textile - Home Furnishing,15.3,0.94,0.99,1.01
Denison Mine Corp,DNN,1649.28,AMEX,12,Basic Materials,Mining - Miscellaneous,1.84,-0.07,-0.07,-0.04
DNOW INC,DNOW,1583.52,NYSE,12,Industrial Products,Manufacturing - General Industrial ,15,0.91,0.87,0.91
,DNP,3567.1,NYSE,12,Finance,Financial - Investment Funds,9.64,,,
Dai Nippon Printing Co.,DNPLY,7814.66,OTC,3,Industrial Products,Commercial Printing,7.4499,0.41,,
"Dianthus Therapeutics, Inc.",DNTH,560.87,NSDQ,12,Medical,Medical - Biomedical and Genetics,17.44,-2.55,-3.31,-3.58
Krispy Kreme,DNUT,455.66,NSDQ,12,Consumer Staples,Consumer Products - Staples,2.67,0.11,-0.15,-0.03
Denso,DNZOY,38774.25,OTC,3,Auto-Tires-Trucks,Automotive - Original Equipment,13.32,0.95,1.19,1.29
"Healthpeak Properties, Inc.",DOC,11845.18,NYSE,12,Finance,REIT and Equity Trust - Other,17.05,1.81,1.85,1.94
DigitalOcean,DOCN,2531.64,NYSE,12,Computer and Technology,Internet - Software,27.81,1.92,1.98,1.97
Doximity,DOCS,10713.6,NYSE,3,Medical,Medical Info Systems,57.04,1.42,1.46,1.61
Docusign,DOCU,15205.22,NSDQ,1,Computer and Technology,Internet - Software,75.25,3.55,3.52,3.79
Dogness International,DOGZ,375.43,NSDQ,6,Consumer Discretionary,Consumer Products - Discretionary,29.49,-0.55,,
Dole,DOLE,1318.61,NYSE,12,Consumer Staples,Agriculture - Operations,13.86,1.27,1.26,1.49
DOMINARI HLDGS,DOMH,91.52,NSDQ,12,Medical,Medical - Drugs,6.25,-0.85,,
Domo,DOMO,508.17,NSDQ,1,Computer and Technology,Internet - Software,12.63,-0.52,-0.22,-0.13
BRP,DOOO,3478.5,NSDQ,1,Auto-Tires-Trucks,Automotive - Original Equipment,47.63,3.25,2.6,3.59
Dorman Products,DORM,3715.96,NSDQ,12,Auto-Tires-Trucks,Automotive - Replacement Parts,121.79,7.13,7.82,8.48
Douglas Elliman Inc.,DOUG,236.93,NYSE,12,Finance,Real Estate - Operations,2.67,-0.29,,
Dover,DOV,24089.24,NYSE,12,Industrial Products,Manufacturing - General Industrial ,175.7,8.29,9.35,10.24
Dow,DOW,20145.56,NYSE,12,Basic Materials,Chemical - Diversified ,28.5,1.71,0.39,0.9
Amdocs,DOX,10426.57,NSDQ,9,Computer and Technology,Computers - IT Services,92.36,6.44,6.96,7.56
DouYu International,DOYU,194.96,NSDQ,12,Consumer Discretionary,Gaming,6.46,-1.07,,
Dundee Precious Metals,DPMLF,2572.04,OTC,12,Basic Materials,Mining - Gold,15.41,1.29,2.12,1.65
Draganfly,DPRO,12.59,NSDQ,12,Computer and Technology,Computers - IT Services,2.32,-3.21,-1.64,-0.43
Dominos Pizza UK,DPUKY,1302.55,OTC,12,Retail-Wholesale,Food - Natural Foods Products,6.6,0.52,0.54,0.59
Domino's Pizza,DPZ,15298.06,NSDQ,12,Retail-Wholesale,Retail - Restaurants,446.77,16.69,17.76,19.42
DAQO New Energy,DQ,948.18,NYSE,12,Basic Materials,Chemical - Specialty,14.14,-5.22,-3.97,-1.12
Direct Digital,DRCT,10.12,NSDQ,12,Business Services,Advertising and Marketing,0.535,-1.66,-1.48,-0.71
DRDGOLD Limited,DRD,1218.2,NYSE,6,Basic Materials,Mining - Gold,14.09,0.82,1.06,0.9
DiamondRock Hospitality,DRH,1574.16,NYSE,12,Finance,REIT and Equity Trust - Other,7.63,1.01,0.99,1.03
Darden Restaurants,DRI,26067.6,NYSE,5,Retail-Wholesale,Retail - Restaurants,222.75,8.88,10.7,11.46
DarioHealth,DRIO,32.01,NSDQ,12,Medical,Medical - Instruments,0.7199,-0.12,-0.32,0.06
Dermata Therapeutics,DRMA,4.43,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.6941,-8.03,,
Fuse Science,DROP,1.78,OTC,9,Business Services,Technology Services,0.0071,,,
DURECT,DRRX,20.39,NSDQ,12,Medical,Medical - Drugs,0.6567,-0.58,-0.66,-0.7
"Leonardo DRS, Inc.",DRS,11770.02,NSDQ,12,Aerospace,Aerospace - Defense Equipment,44.24,0.93,1.08,1.27
Alpha Tau Medical,DRTS,204.81,NSDQ,12,Medical,Medical - Instruments,2.9101,-0.45,-0.46,-0.45
DIRTT Environmental Solutions,DRTTF,105.94,OTC,12,Construction,Building Products - Miscellaneous,0.559,0.07,0.01,0.06
Bright Minds Biosciences Inc.,DRUG,198.57,NSDQ,9,Medical,Medical - Biomedical and Genetics,28.19,-0.48,-1.33,-3.34
Driven Brands Holdings,DRVN,2802.54,NSDQ,12,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,17.06,1.14,1.22,1.5
Direct Selling Acquisition Corp.,DSAQ,99.04,OTC,12,Unclassified,Unclassified,11.69,,,
DISCO CORP,DSCSY,27269.08,OTC,3,Industrial Products,Manufacturing - Material Handling,25.15,0.75,0.8,0.92
DSV,DSDVY,57942.32,OTC,12,Transportation,Transportation - Services,120.49,3.74,4.58,5.67
Daiwa Securities Group,DSEEY,9834.55,OTC,3,Finance,Financial - Miscellaneous Services,7,0.75,,
Design Therapeutics,DSGN,215.15,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.79,-0.88,-1.28,-1.43
Distribution Solutions Group,DSGR,1241.76,NSDQ,12,Business Services,Technology Services,26.74,1.44,1.39,1.67
The Descartes Systems Group,DSGX,8471.99,NSDQ,1,Computer and Technology,Computer - Software,98.965,1.64,1.93,2.2
Drive Shack,DSHK,9.24,OTC,12,Consumer Discretionary,Leisure and Recreation Services,0.1,-0.29,,
,DSM,273.83,NYSE,11,Finance,Financial - Investment Funds,5.54,,,
"Daiichi Sankyo Co., Ltd. - Sponsored ADR",DSNKY,44971.88,OTC,3,Medical,Medical - Drugs,23.74,1.02,1.17,1.49
Destiny Media Technologies,DSNY,5.59,OTC,8,Computer and Technology,Internet - Software,0.58,0.01,,
Viant Technology,DSP,817.74,NSDQ,12,Business Services,Technology Services,13.07,0.39,0.56,0.67
Document Security Systems,DSS,8.91,AMEX,12,Conglomerates,Diversified Operations,0.98,-5.49,,
,DSU,564.32,NYSE,12,Finance,Financial - Investment Funds,10.36,,,
Deswell Industries,DSWL,37.93,NSDQ,3,Computer and Technology,Electronics - Miscellaneous Components,2.38,0.7,,
Diana Shipping,DSX,192.18,NYSE,12,Transportation,Transportation - Shipping,1.66,0.13,,
Big Tree Cloud Holdings Limited,DSY,6.44,NSDQ,6,Consumer Staples,Consumer Products - Staples,1.2879,,,
Dynatrace,DT,16676.46,NYSE,3,Computer and Technology,Computers - IT Services,55.65,1.39,1.58,1.79
Solo Brands,DTCB,23.81,OTC,12,Retail-Wholesale,Internet - Commerce,0.258,0.12,,
DOMETIC GP,DTCGF,1108.67,OTC,12,Consumer Discretionary,Leisure and Recreation Products,3.47,0.3,,
Davis Commodities Limited,DTCK,23.5,NSDQ,12,Consumer Staples,Agriculture - Operations,0.9592,-0.14,,
DTE Energy,DTE,27350.84,NYSE,12,Utilities,Utility - Electric Power,131.8,6.83,7.21,7.77
Deutsche Telekom,DTEGY,173827.95,OTC,12,Utilities,Diversified Communication Services,34.86,2.06,2.33,2.59
,DTF,78.59,NYSE,10,Finance,Financial - Investment Funds,11.18,,,
Digerati Technologies,DTGI,1.7,OTC,7,Computer and Technology,Internet - Software,0.009,-0.07,,
Drilling Tools International Corp.,DTI,122.44,NSDQ,12,Oils-Energy,Oil and Gas - Field Services,3.44,0.31,0.08,0.18
Precision BioSciences,DTIL,52.12,NSDQ,12,Medical,Medical - Biomedical and Genetics,4.7,1.04,-2.77,0.06
DT Midstream,DTM,10692.42,NYSE,12,Oils-Energy,Oil and Gas - Integrated - United States,105.25,3.81,4.29,4.8
Datatrak International,DTRK,8.58,OTC,12,Computer and Technology,Computer - Peripheral Equipment,0.405,0.33,,
DT Cloud Star Acquisition Corporation,DTSQ,93.19,NSDQ,12,Unclassified,Unclassified,10.47,,,
Datasea,DTSS,15.61,NSDQ,6,Computer and Technology,Computers - IT Services,2.04,-4.7,,
Data Storage,DTST,24.63,NSDQ,12,Computer and Technology,Internet - Services,3.45,0.07,,
DATATEC,DTTLY,826.65,OTC,2,Business Services,Technology Services,7,0.5,0.71,0.78
Avolta AG - Unsponsored ADR,DUFRY,7583.34,OTC,12,Consumer Discretionary,Leisure and Recreation Services,5.176,0.3,,
Duke Energy,DUK,89058.12,NYSE,12,Utilities,Utility - Electric Power,114.58,5.9,6.32,6.71
DUKE Robotics Corp.,DUKR,13.83,OTC,12,Aerospace,Aerospace - Defense,0.255,-0.02,,
Fangdd Network Group,DUO,5.59,NSDQ,12,Finance,Real Estate - Operations,2.5,-1417.69,,
Duolingo,DUOL,21760.31,NSDQ,12,Business Services,Technology Services,478.73,1.88,2.9,4.25
"Duos Technologies Group, Inc.",DUOT,84.26,NSDQ,12,Business Services,Technology Services,7.23,-1.39,-0.52,0.03
DoubleVerify,DV,2303.93,NYSE,12,Computer and Technology,Internet - Software,14.18,0.32,0.32,0.45
DaVita,DVA,10252.14,NYSE,12,Medical,Medical - Outpatient and Home Healthcare,135.79,9.68,10.76,12.68
Dynavax Technologies,DVAX,1236.83,NSDQ,12,Medical,Medical - Biomedical and Genetics,10.3,0.2,-0.41,0.61
Campari Group,DVDCF,7917.05,OTC,12,Consumer Staples,Beverages - Alcohol,6.43,0.34,,
DVL,DVLN,16.29,OTC,12,Finance,REIT and Equity Trust,3600,,,
Datavault AI Inc.,DVLT,48.89,NSDQ,12,Computer and Technology,Internet - Software,0.7405,-10.66,,
Devon Energy,DVN,21857.09,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,34.04,4.82,3.92,4.04
Dolly Varden Silver Corporation,DVS,281.99,AMEX,12,Basic Materials,Mining - Miscellaneous,3.47,,-0.04,
,DVY,19265.65,NSDQ,12,Finance,Financial - Investment Funds,129.91,,,
Daiwa House Industry Co.,DWAHY,22079.36,OTC,3,Construction,Building Products - Mobile Homes and RV Builders,33.48,3.66,,
"DriveItAway Holdings, Inc.",DWAY,10.06,OTC,9,Computer and Technology,Internet - Software,0.0883,-0.02,,
,DWM,565.52,NYSE,12,Finance,Financial - Investment Funds,62.8352,,,
Dawson Geophysical,DWSN,56.08,NSDQ,12,Oils-Energy,Oil and Gas - Field Services,1.81,-0.13,,
"Dogwood Therapeutics, Inc",DWTX,9.17,NSDQ,12,Medical,Medical - Biomedical and Genetics,4.8,-12.52,-8.22,-4.26
Derwent London,DWVYF,2571.46,OTC,12,Finance,Real Estate - Operations,22.9,1.36,,
Dynex Capital,DX,1308.48,NYSE,12,Finance,REIT and Equity Trust,12.21,-0.35,1.97,1.98
DXC Technology,DXC,2675.49,NYSE,3,Computer and Technology,Computers - IT Services,14.76,3.43,3.03,3.11
DexCom,DXCM,31764.63,NSDQ,12,Medical,Medical - Instruments,81.01,1.64,2.03,2.46
Destination XL Group,DXLG,55.43,NSDQ,1,Retail-Wholesale,Retail - Apparel and Shoes,1.03,0.07,,
DXP Enterprises,DXPE,1234.67,NSDQ,12,Industrial Products,Manufacturing - General Industrial ,78.67,4.51,5.3,6.1
Daxor,DXR,43.53,NSDQ,12,Medical,Medical - Outpatient and Home Healthcare,9,,,
Decent Holding Inc.,DXST,19.01,NSDQ,10,Business Services,Waste Removal Services,1.17,0.14,,
The Dixie Group,DXYN,7.74,OTC,12,Consumer Discretionary,Textile - Home Furnishing,0.51,-0.83,,
Dycom Industries,DY,6734.57,NYSE,1,Construction,Building Products - Heavy Construction,232.83,7.37,9.55,10.72
Dyadic International,DYAI,29.79,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.99,-0.2,-0.13,-0.12
DT Cloud Acquisition Corporation,DYCQ,73.09,NSDQ,12,Unclassified,Unclassified,10.8,,,
Deep Yellow Limited,DYLLF,1068.63,OTC,6,Basic Materials,Mining - Miscellaneous,1.1026,-0.01,-0.01,-0.01
Dyne Therapeutics,DYN,1225.33,NSDQ,12,Medical,Medical - Drugs,10.78,-3.37,-3.99,-3.85
Eni,E,55145.94,NYSE,12,Oils-Energy,Oil and Gas - Integrated - International,32.67,3.47,2.96,3.23
Electronic Arts,EA,37865.66,NSDQ,3,Consumer Discretionary,Gaming,151,6.82,8.13,9.04
EACO,EACO,201.76,OTC,8,Finance,Real Estate - Operations,41.5,3.07,,
Airbus Group,EADSY,147997.7,OTC,12,Aerospace,Aerospace - Defense,46.78,1.45,1.88,2.13
GrafTech International,EAF,317.48,NYSE,12,Industrial Products,Metal Products - Procurement and Fabrication,1.23,-0.41,-0.58,
Ellington Credit Company,EARN,214.46,NYSE,12,Finance,REIT and Equity Trust,5.71,1.18,0.95,1.05
Brinker International,EAT,7926.08,NYSE,6,Retail-Wholesale,Retail - Restaurants,178.31,4.1,8.76,9.56
Ealixir,EAXR,54.11,OTC,12,Computer and Technology,Internet - Services,0.9,0,,
Eventbrite,EB,238.47,NYSE,12,Computer and Technology,Internet - Services,2.52,-0.17,-0.27,-0.16
eBay,EBAY,35741.33,NSDQ,12,Retail-Wholesale,Internet - Commerce,77.53,4.88,5.35,5.86
Eastern Bankshares,EBC,3057.32,NSDQ,12,Finance,Banks - Northeast,14.32,1.06,1.52,1.91
Ennis,EBF,481.98,NYSE,2,Industrial Products,Office Supplies,18.5,1.54,,
Erste Group Bank,EBKDY,33760.7,OTC,12,Finance,Banks - Foreign,41.12,3.9,4.43,5.45
Eagle Bancorp Montana,EBMT,123.81,NSDQ,12,Finance,Banks - Midwest,15.52,1.24,1.7,1.77
Centrais Eltricas Brasileiras,EBR,16620.08,NYSE,12,Utilities,Utility - Electric Power,7.4,0.72,0.08,0.38
Eletrobras,EBR.B,18551.6,NYSE,12,Utilities,Utility - Electric Power,8.26,0.72,,
Emergent Biosolutions,EBS,342.49,NYSE,12,Medical,Medical - Biomedical and Genetics,6.31,-0.23,0.68,1.25
Enterprise Bancorp,EBTC,483.95,NSDQ,12,Finance,Banks - Northeast,38.69,3.12,,
Ecopetrol,EC,20003.27,NYSE,12,Oils-Energy,Oil and Gas - Integrated - International,9.73,1.66,1.65,1.6
"ECB Bancorp, Inc.",ECBK,136.5,NSDQ,12,Finance,Banks - Northeast,15.12,0.48,,
,ECC,579.42,NYSE,12,Finance,Financial - Investment Management,7.53,1.1,1.02,0.95
"ECD Automotive Design, Inc.",ECDA,10.9,NSDQ,12,Auto-Tires-Trucks,Automotive - Domestic,0.3079,-0.32,-0.1,
,ECF,135.19,AMEX,9,Finance,Financial - Investment Funds,9.88,,,
"Everus Construction Group, Inc.",ECG,3049.24,NYSE,12,Construction,Building Products - Miscellaneous,59.79,2.81,2.53,2.74
,ECH,612.87,AMEX,12,Finance,Financial - Investment Funds,30.34,,,
Encision,ECIA,3.83,OTC,3,Medical,Medical - Instruments,0.3226,-0.06,,
Ecolab,ECL,73806.86,NYSE,12,Basic Materials,Chemical - Specialty,260.22,6.65,7.5,8.49
Okeanis Eco Tankers Corp.,ECO,773.62,NYSE,12,Transportation,Transportation - Shipping,24.03,3.33,1.42,1.95
electroCore,ECOR,38.96,NSDQ,12,Medical,Medical - Drugs,5.25,-1.59,-1.19,0.23
Encore Capital Group,ECPG,892.41,NSDQ,12,Finance,Financial - Consumer Loans,38.22,5.09,6.72,8.43
ECC Capital,ECRO,15.46,OTC,12,Finance,REIT and Equity Trust,0.0795,,,
ECA Marcellus Trust I,ECTM,11.95,OTC,12,Oils-Energy,Oil and Gas - Royalty Trust - United States,0.6789,0.05,,
Ecovyst Inc.,ECVT,939.2,NYSE,12,Basic Materials,Chemical - Specialty,8,0.59,0.64,0.9
"ECARX Holdings, Inc.",ECX,674.73,NSDQ,12,Business Services,Technology Services,1.82,-0.38,-0.19,-0.06
CXJ Group Co.,ECXJ,70.57,OTC,5,Consumer Discretionary,Leisure and Recreation Services,0.69,,,
Consolidated Edison,ED,36292.63,NYSE,12,Utilities,Utility - Electric Power,100.73,5.4,5.63,6.01
EDAP TMS,EDAP,63.57,NSDQ,12,Medical,Medical - Instruments,1.7,-0.55,-0.71,-0.59
Edible Garden,EDBL,4.42,NSDQ,12,Consumer Staples,Agriculture - Operations,2.67,-68.38,,
Everbright Digital Holding Limited,EDHL,157.56,NSDQ,12,Business Services,Advertising and Marketing,5.91,,,
Editas Medicine,EDIT,196.73,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.35,-2.88,-1.82,-1.11
Empresa Distribuidora Y Comercializadora Norte S.A. Edenor,EDN,1303.94,NYSE,12,Utilities,Utility - Electric Power,28.77,6.83,0.04,0.15
EDENRED,EDNMY,6716.95,OTC,12,Business Services,Technology Services,14,1.09,1.39,1.5
EuroDry,EDRY,26.46,NSDQ,12,Transportation,Transportation - Shipping,9.33,-3.02,-3.79,
Edesa Biotech,EDSA,14.29,NSDQ,9,Medical,Medical - Biomedical and Genetics,2.035,-1.93,-1.4,-0.56
Skillful Craftsman Education Technology Limited,EDTK,15.21,NSDQ,3,Business Services,Technology Services,0.955,-0.31,,
Spectral Diagnostics,EDTXF,174.31,OTC,12,Medical,Medical - Instruments,0.6105,-0.04,,
New Oriental Education & Technology Group,EDU,7967.26,NYSE,5,Consumer Discretionary,Schools,46.95,2.27,3.38,3.97
Educational Development,EDUC,11.33,NSDQ,2,Consumer Staples,Publishing - Books,1.32,-0.63,,
Excelerate Energy,EE,3366.96,NYSE,12,Oils-Energy,Alternative Energy - Other,29.53,1.27,1.5,1.74
,EEA,66.4,NYSE,12,Finance,Financial - Investment Funds,9.91,,,
"EP3Oil, Inc.",EEEP,4.05,OTC,12,Finance,Real Estate - Operations,0.02,-0.05,,
Euronet Worldwide,EEFT,4327.08,NSDQ,12,Finance,Financial - Miscellaneous Services,100.06,8.61,9.81,11.13
EpicQuest Education Group International Limited,EEIQ,6.59,NSDQ,9,Consumer Discretionary,Schools,0.5026,-0.47,,
,EEM,17719.65,NYSE,12,Finance,Financial - Investment Funds,46.6,,,
Emerald Holding,EEX,962.48,NYSE,12,Consumer Discretionary,Consumer Services - Miscellaneous,4.84,-0.07,,
,EFA,62823.73,NYSE,12,Finance,Financial - Investment Funds,87.11,,,
Ellington Financial,EFC,1209.77,NYSE,12,Finance,REIT and Equity Trust,12.8,1.46,1.65,1.74
Energy Focus,EFOI,9.28,NSDQ,12,Construction,Building Products - Lighting,1.73,-0.36,,
Enterprise Financial Services,EFSC,1948.2,NSDQ,12,Finance,Banks - Midwest,52.75,4.88,5.15,5.42
Eagle Financial Services,EFSI,156.51,NSDQ,12,Finance,Banks - Southeast,29.1,3.45,3.2,4
Equifax,EFX,31470.79,NYSE,12,Business Services,Consulting Services,253.39,7.29,7.61,9.27
Enerflex Ltd.,EFXT,963.75,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,7.83,0.11,0.84,0.85
"Everest Group, Ltd.",EG,14159.81,NYSE,12,Finance,Insurance - Multi line,332.9,29.83,45.71,61.17
eGain,EGAN,169.03,NSDQ,6,Computer and Technology,Internet - Software,6.18,0.39,0.19,0.23
Eagle Bancorp,EGBN,514.59,NSDQ,12,Finance,Banks - Northeast,16.94,1.89,1.58,2.63
8x8,EGHT,247.44,NSDQ,3,Computer and Technology,Internet - Software,1.84,0.36,0.34,0.29
Enthusiast Gaming,EGLXF,5.73,OTC,12,Consumer Discretionary,Gaming,0.036,-0.43,-0.01,-0.01
Eldorado Gold,EGO,4294.14,NYSE,12,Basic Materials,Mining - Gold,20.93,1.57,1.65,2.53
EastGroup Properties,EGP,8978.65,NYSE,12,Finance,REIT and Equity Trust - Other,170.97,8.35,8.89,9.58
Vaalco Energy,EGY,406.97,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - International,3.92,0.56,0.06,0.26
Ehang Holdings,EH,1197.6,NSDQ,12,Aerospace,Aerospace - Defense Equipment,16.66,0.08,0.02,0.28
"Enhabit, Inc.",EHAB,472.95,NYSE,12,Medical,Medical Services,9.34,0.21,0.44,0.54
Encompass Health,EHC,12070.43,NYSE,12,Medical,Medical - Outpatient and Home Healthcare,119.75,4.43,5.01,5.53
Eshallgo Inc.,EHGO,19.56,NSDQ,3,Business Services,Business - Office Products,0.9,,,
Euroholdings Ltd.,EHLD,18.08,NSDQ,12,Transportation,Transportation - Shipping,6.42,,,
eHealth,EHTH,123.43,NSDQ,12,Finance,Insurance - Brokerage,4.07,-1.53,0.23,1.22
Employers Holdings,EIG,1115,NYSE,12,Finance,Insurance - Accident and Health,46.38,3.73,3.4,3.38
Edison International,EIX,19415.17,NYSE,12,Utilities,Utility - Electric Power,50.46,4.93,6.06,6.11
EHome Household Service Holdings Limited,EJH,9.37,NSDQ,6,Business Services,Business - Services,2.55,-1201.5,,
easyjet,EJTTF,5215.04,OTC,9,Transportation,Transportation - Airline,6.88,0.77,,
Ekso Bionics,EKSO,8.45,NSDQ,12,Medical,Medical - Instruments,3.59,-8.4,-5.1,-3.3
Elekta,EKTAY,1883.32,OTC,4,Medical,Medical - Instruments,4.91,0.29,0.34,0.4
The Estee Lauder Companies,EL,26880.67,NYSE,6,Consumer Staples,Cosmetics,74.72,2.59,1.47,2.14
Envela,ELA,154.67,AMEX,12,Retail-Wholesale,Retail - Jewelry,5.95,0.26,0.3,0.39
PMGC Holdings Inc.,ELAB,2.89,NSDQ,12,Conglomerates,Diversified Operations,2.1,-50.47,,
Elanco Animal Health,ELAN,6620.3,NYSE,12,Medical,Medical - Outpatient and Home Healthcare,13.33,0.91,0.83,0.95
Electra Battery Materials Corporation,ELBM,18.68,NSDQ,12,Basic Materials,Mining - Miscellaneous,1.04,-1.51,-1.07,
Eledon Pharmaceuticals,ELDN,166.47,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.78,-0.01,-0.87,-0.92
Elevation Oncology,ELEV,22.8,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.3849,-0.78,-0.75,-0.44
e.l.f. Beauty,ELF,6885.58,NYSE,3,Consumer Staples,Cosmetics,122.24,3.39,3.66,4.51
Electromed,ELMD,173.93,AMEX,6,Medical,Medical - Instruments,20.74,0.58,0.81,1
ELME COMMUNTIES,ELME,1401.72,NYSE,12,Finance,REIT and Equity Trust - Residential,15.9,0.94,0.94,0.98
ELEMENTIS,ELMTY,1064.05,OTC,12,Basic Materials,Chemical - Specialty,7.2,0.53,0.5,0.59
Companhia Paranaense de Energia COPEL,ELP,5424.3,NYSE,12,Utilities,Utility - Electric Power,9.11,0.14,0.13,0.14
Companhia Paranaense de Energia - Copel Unsponsored ADR,ELPC,9490.97,NYSE,12,Utilities,Utility - Electric Power,8.87,0.55,,
Elong Power Holding Limited,ELPW,53.56,NSDQ,12,Computer and Technology,Electronics - Miscellaneous Products,1.07,,,
Elron Electronic Industries,ELRNF,67.22,OTC,12,Computer and Technology,Electronics - Miscellaneous Components,1.29,0.42,,
Equity Lifestyle Properties,ELS,12058.32,NYSE,12,Finance,REIT and Equity Trust - Residential,63.07,2.91,3.07,3.24
ElectroSensors,ELSE,14.66,NSDQ,12,Computer and Technology,Instruments - Control,4.25,0.13,,
Eltek,ELTK,69.49,NSDQ,12,Computer and Technology,Electronics - Miscellaneous Components,10.35,0.63,,
Elite Pharmaceuticals,ELTP,715.8,OTC,3,Medical,Medical - Drugs,0.67,0.03,,
"Elicio Therapeutics, Inc.",ELTX,127.34,NSDQ,12,Medical,Medical - Biomedical and Genetics,7.96,-4.25,-2.58,
