Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
"Intensity Therapeutics Inc.","INTS","13.69","NSDQ","12","Medical","Medical - Biomedical and Genetics",".291","-1.17","-.38","-.24"
"inTest","INTT","89.59","AMEX","12","Computer and Technology","Electronics - Measuring Instruments","7.18",".51",".08",".05"
"Intuit","INTU","186392.41","NSDQ","7","Computer and Technology","Computer - Software","668.2","20.15","22.87","26.09"
"Intrusion","INTZ","35.62","NSDQ","12","Computer and Technology","Computer - Networking","1.79","-1.63","-.38","-.25"
"Inuvo","INUV","52.11","AMEX","12","Computer and Technology","Internet - Services","3.57","-.4","-.16",".05"
"Innventure, Inc.","INV","270.6","NSDQ","12","Business Services","Technology Services","4.83","","-4.64","-.59"
"Innoviva","INVA","1262.31","NSDQ","12","Medical","Large Cap Pharmaceuticals","20.03","2.37","1.19","2.17"
"Identiv","INVE","87.77","NSDQ","12","Computer and Technology","Computer - Peripheral Equipment","3.7","-.99","-.95","-.9"
"Invitation Home","INVH","18966.47","NYSE","12","Finance","REIT and Equity Trust - Residential","30.94","1.88","1.93","2.01"
"Innovex International, Inc.","INVX","1185.06","NYSE","12","Oils-Energy","Oil and Gas - Mechanical and and Equipment","17.23","1.35","1.01","1.52"
"Innoviz Technologies","INVZ","344.26","NSDQ","12","Auto-Tires-Trucks","Automotive - Original Equipment","1.71","-.47","-.26","-.18"
"The INX Digital Company, Inc.","INXDF","36.64","OTC","12","Finance","Financial - Investment Bank",".1538","-.05","",""
"IO Biotech, Inc.","IOBT","104.09","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.58","-1.45","-1.26","-.94"
"IochpeMaxion","IOCJY","437.18","OTC","12","Auto-Tires-Trucks","Automotive - Original Equipment",".948",".11","",""
"Lithium ION Energy Ltd.","IONGF","1.45","OTC","12","Oils-Energy","Alternative Energy - Other",".0239","-.02","",""
"IonQ","IONQ","12853.23","NYSE","12","Computer and Technology","Computer - Integrated Systems","43.3","-1.56","-.66","-1.15"
"Ionis Pharmaceuticals","IONS","6793.25","NSDQ","12","Medical","Medical - Drugs","42.62","-3.04","-2.03","-2.23"
"Income Opportunity Realty Investors","IOR","74","AMEX","12","Finance","Real Estate - Operations","18.2","1.14","",""
"Innospec","IOSP","2175.14","NSDQ","12","Basic Materials","Chemical - Diversified ","87.59","5.92","5.35","6.31"
"Samsara Inc.","IOT","20751.73","NYSE","1","Computer and Technology","Internet - Software","36.45",".26",".41",".52"
"iOThree Limited","IOTR","10.6","NSDQ","12","Transportation","Transportation - Shipping",".4415","","",""
"Iovance Biotherapeutics","IOVA","806.93","NSDQ","12","Medical","Medical - Biomedical and Genetics","2.23","-1.28","-1.18","-.72"
"International Paper","IP","25850","NYSE","12","Basic Materials","Paper and Related Products","48.96","1.13","1.63","3.18"
"ImmunoPrecise Antibodies","IPA","114.92","NSDQ","4","Medical","Medical Info Systems","2.49","-.65","-.04",".04"
"Interparfums, Inc.","IPAR","3742.66","NSDQ","12","Consumer Discretionary","Consumer Products - Discretionary","116.53","5.18","5.21","5.75"
"Inflection Point Acquisition Corp. III","IPCX","348.52","NSDQ","12","Unclassified","Unclassified","10.11","","",""
"Professional Diversity Network","IPDN","4.82","NSDQ","12","Business Services","Outsourcing","1.93","-2.07","",""
"The Interpublic Group of Companies","IPG","9775.65","NYSE","12","Business Services","Advertising and Marketing","26.69","2.77","2.88","3.05"
"IPG Photonics","IPGP","3587.85","NSDQ","12","Computer and Technology","Lasers Systems and Components","84.98","1.47","1.04","1.6"
"Innate Pharma","IPHA","192.66","NSDQ","12","Medical","Medical - Biomedical and Genetics","2.09","-.66","-.82","-.81"
"Innate Pharma","IPHYF","172.65","OTC","12","Medical","Medical - Drugs","2.0595","-.66","",""
"Intrepid Potash","IPI","421.85","NYSE","12","Basic Materials","Fertilizers","31.68","-.3","1.18","-.47"
"Intelligent Protection Management Corp.","IPM","18.01","NSDQ","12","Business Services","Technology Services","1.95","-.48","",""
"Dune Acquisition Corporation II","IPOD","145.84","NSDQ","12","Unclassified","Unclassified","10.07","","",""
"INPLAY OIL CP","IPOOF","231.14","OTC","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","8.27",".84",".13",".77"
"Century Therapeutics","IPSC","43.2","NSDQ","12","Medical","Medical - Drugs",".5001","-1.61","-.22","-1.25"
"IPSEN","IPSEY","11603.28","OTC","12","Medical","Medical - Drugs","34.61","2.78","2.76","2.89"
"iPower","IPW","15.42","NSDQ","6","Consumer Discretionary","Consumer Products - Discretionary",".4918","-.01","",""
"Ideal Power","IPWR","46.82","NSDQ","12","Industrial Products","Manufacturing - Electronics","5.51","-1.28","",""
"IperionX Limited Sponsored ADR","IPX","1481.94","NSDQ","6","Industrial Products","Industrial Services","44.38","-.1","-.04",".1"
"Inpex","IPXHY","21524.38","OTC","12","Oils-Energy","Oil and Gas - Exploration and Production - International","17.25","2.28","",""
"iQIYI","IQ","2416.73","NSDQ","12","Computer and Technology","Internet - Services","2.51",".21",".09",".14"
"IQE","IQEPF","118.89","OTC","12","Computer and Technology","Electronics - Semiconductors",".1224","-.03","",""
"Invesco Quality Municipal Income Trust","IQI","495.52","NYSE","10","Finance","Financial - Investment Funds","9.37","","",""
"iQSTEL Inc.","IQST","23.3","NSDQ","12","Business Services","Technology Services","6.46","","-1.65","-.36"
"IQVIA","IQV","32084.1","NYSE","12","Medical","Medical - Instruments","188.73","11.13","11.87","13"
"Ingersoll Rand","IR","31899.54","NYSE","12","Industrial Products","Manufacturing - General Industrial ","80.26","3.29","3.37","3.64"
"iRobot","IRBT","112.61","NSDQ","12","Industrial Products","Industrial Automation and Robotics","3.59","-5.49","",""
"Opus Genetics, Inc.","IRD","71.29","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.19","-2.15","-.55","-.38"
"Iridium Communications","IRDM","2611.46","NSDQ","12","Computer and Technology","Satellite and Communication","24.61",".94",".98","1.2"
"IREN Limited","IREN","4328.4","NSDQ","6","Finance","Financial - Miscellaneous Services","23.04",".04","1.15",".74"
"IRIDEX","IRIX","22.77","NSDQ","12","Computer and Technology","Lasers Systems and Components","1.34","-.54","",""
"Iron Mountain","IRM","27163.18","NYSE","12","Business Services","Business - Information Services","91.97","1.77","5.01","5.55"
"iRadimed","IRMD","928.82","NSDQ","12","Medical","Medical - Instruments","73.02","1.66","1.86","2"
"IR-Med, Inc.","IRME","1.17","OTC","12","Medical","Medical Info Systems",".0151","-.03","",""
"Iron Horse Acquisitions Corp.","IROH","24.49","NSDQ","12","Unclassified","Unclassified","11.31","","",""
"Disc Medicine, Inc.","IRON","2074.11","NSDQ","12","Medical","Medical - Biomedical and Genetics","59.66","-3.96","-5.6","-6.25"
"IF Bancorp","IROQ","84.63","NSDQ","6","Finance","Banks - Northeast","25.25",".57","",""
"Integrated Rail and Resources Acquisition Corp.","IRRX","101.6","OTC","12","Unclassified","Unclassified","17","","",""
"IRSA Inversiones Y Representaciones","IRS","1132","NYSE","6","Finance","Real Estate - Development","14.94","6.75","",""
"Independence Realty Trust","IRT","4178.31","NYSE","12","Finance","REIT and Equity Trust - Residential","17.87","1.16","1.17","1.26"
"iRhythm Technologies","IRTC","5508.95","NSDQ","12","Medical","Medical Info Systems","171.47","-3.08","-1.71","-.46"
"Ironwood Pharmaceuticals","IRWD","214.41","NSDQ","12","Medical","Medical - Drugs","1.32",".04",".2",".39"
"Isabella Bank","ISBA","247.66","NSDQ","12","Finance","Banks - Northeast","33.65","2.01","2.31","2.63"
"International Stem Cell","ISCO","1.05","OTC","12","Medical","Medical - Biomedical and Genetics",".1311","-.03","",""
"Intesa Sanpaolo","ISNPY","112519.19","OTC","12","Finance","Banks - Foreign","37.92","3.12","3.61","3.95"
"IsoEnergy Ltd.","ISOU","420.94","AMEX","12","Basic Materials","Mining - Miscellaneous","7.87","","-.1","-.18"
"iSpecimen","ISPC","3.99","NSDQ","12","Medical","Medical Services",".72","-17.58","",""
"Inspirato Incorporated","ISPO","38.07","NSDQ","12","Consumer Discretionary","Leisure and Recreation Services","3.06","-3.5","-.99",""
"Ispire Technology Inc.","ISPR","185.15","NSDQ","6","Consumer Staples","Tobacco","3.24","-.27","-.18",""
"Intuitive Surgical","ISRG","169860.5","NSDQ","12","Medical","Medical - Instruments","473.84","7.34","8.17","9.2"
"Israel Acquisitions Corp.","ISRL","70.15","NSDQ","12","Unclassified","Unclassified","12.63","","",""
"Innovative Solutions and Support","ISSC","236.57","NSDQ","9","Aerospace","Aerospace - Defense Equipment","13.42",".48",".61",".7"
"Investar Holding Corp.","ISTR","232.03","NSDQ","12","Finance","Banks - Southeast","23.61","1.89","1.93","2.14"
"Isuzu Motors","ISUZY","9447.09","OTC","3","Auto-Tires-Trucks","Automotive - Foreign","13.24","1.27","",""
"Gartner","IT","18762.03","NYSE","12","Business Services","Consulting Services","247.73","14.09","12.34","13.48"
"Itex","ITEX","5.2","OTC","7","Business Services","Business - Services","3.171",".45","",""
"Integer Holdings","ITGR","3762.04","NYSE","12","Medical","Medical - Instruments","107.38","5.3","6.38","7.15"
"Investors Title Company","ITIC","464.61","NSDQ","12","Finance","Insurance - Property and Casualty","246.14","16.43","",""
"ITM POWER","ITMPF","560.2","OTC","4","Oils-Energy","Alternative Energy - Other",".9074","-.06","-.12","-.12"
"Itochu","ITOCY","81468.38","OTC","3","Retail-Wholesale","Retail - Miscellaneous","113.23","8.09","8.88","9.1"
"iTeos Therapeutics","ITOS","448.68","NSDQ","12","Medical","Medical - Biomedical and Genetics","10.15","-3.32","-3.38","-1.55"
"IT Tech Packaging","ITP","3.56","AMEX","12","Basic Materials","Paper and Related Products",".2099","-.98","",""
"Integra Resources","ITRG","365.04","AMEX","12","Basic Materials","Mining - Miscellaneous","2.16","-.17",".21",".29"
"Itron","ITRI","5645.25","NSDQ","12","Computer and Technology","Electronics - Testing Equipment","123.48","5.62","5.98","6.22"
"Iterum Therapeutics","ITRM","30.9","NSDQ","12","Medical","Medical - Drugs",".692","-.89","-.54",".1"
"Ituran Location and Control","ITRN","686.53","NSDQ","12","Industrial Products","Security and Safety Services","34.51","2.7","",""
"ITT","ITT","13465.14","NYSE","12","Conglomerates","Diversified Operations","172.63","5.86","6.5","7.33"
"Itau Unibanco","ITUB","76652.58","NYSE","12","Finance","Banks - Foreign","7.11",".7",".75",".81"
"ITV","ITVPY","4160.31","OTC","12","Consumer Discretionary","Broadcast Radio and Television","11.07","1.21","",""
"Illinois Tool Works","ITW","77466.13","NYSE","12","Industrial Products","Manufacturing - General Industrial ","265.75","10.15","10.4","11.24"
"Inventiva","IVA","607.46","NSDQ","12","Medical","Medical - Biomedical and Genetics","6.35","-3.33","-1.18","-1.11"
"Investcorp AI Acquisition Corp.","IVCAF","87.54","OTC","12","Unclassified","Unclassified","11.02","","",""
"Investcorp Europe Acquisition I","IVCBF","36.02","OTC","12","Unclassified","Unclassified","2","","",""
"Iveda Solutions","IVDA","4.71","NSDQ","12","Computer and Technology","Internet - Software","1.62","-1.81","",""
"Innovative Designs","IVDN","8.86","OTC","10","Consumer Discretionary","Textile - Apparel",".23","0","",""
"INVO Fertility, Inc","IVF","4.15","NSDQ","12","Medical","Medical Services",".9515","-90.58","",""
"Inspire Veterinary Partners, Inc.","IVP","3.39","NSDQ","12","Consumer Staples","Consumer Products - Staples",".9383","-2.61","",""
"Ivanhoe Mines Ltd.","IVPAF","11508.24","OTC","12","Basic Materials","Mining - Miscellaneous","8.5","",".14",".31"
"Invesco Mortgage Capital","IVR","514.54","NYSE","12","Finance","REIT and Equity Trust","7.76","2.88","2.25","1.88"
"InvenTrust Properties","IVT","2311.9","NYSE","12","Finance","REIT and Equity Trust - Other","29.79","1.73","1.84","1.93"
"iShares Core S&P 500 ETF","IVV","665280.63","NYSE","12","Finance","Financial - Investment Funds","652.14","","",""
"Invivyd, Inc.","IVVD","118.94","NSDQ","12","Medical","Medical - Biomedical and Genetics",".99","-1.43","-.4","-.15"
"Invesco","IVZ","9837.96","NYSE","12","Finance","Financial - Investment Management","22.06","1.71","1.8","2.31"
"iShares Russell 1000 Value ETF","IWD","63514.09","NYSE","12","Finance","Financial - Investment Funds","201.6","","",""
"iShares Russell 1000 Growth ETF","IWF","117627.7","NYSE","12","Finance","Financial - Investment Funds","450.94","","",""
"iShares Russell 2000 ETF","IWM","67157.34","NYSE","12","Finance","Financial - Investment Funds","236.22","","",""
"iShares Russell 2000 Value ETF","IWN","11767.81","NYSE","12","Finance","Financial - Investment Funds","174.08","","",""
"iShares Russell 2000 Growth ETF","IWO","12490.38","NYSE","12","Finance","Financial - Investment Funds","310.32","","",""
"iShares Russell Mid-Cap Growth ETF","IWP","20632.3","NYSE","12","Finance","Financial - Investment Funds","144.03","","",""
"iShares Russell Mid-Cap ETF","IWR","44543.38","NYSE","12","Finance","Financial - Investment Funds","96.31","","",""
"iShares Russell Mid-Cap Value ETF","IWS","14064.01","NYSE","12","Finance","Financial - Investment Funds","138.63","","",""
"Wright Investors Service","IWSH","4.12","OTC","12","Finance","Financial - Investment Management",".2","-.04","",""
"Orix Corp Ads","IX","29803.23","NYSE","3","Finance","Financial - Miscellaneous Services","26.15","2.02","2.47","2.64"
"IX Acquisition Corp.","IXAQF","102.64","OTC","12","Unclassified","Unclassified","11.94","","",""
"Incannex Healthcare Inc.","IXHL","18.19","NSDQ","6","Medical","Medical - Drugs",".618","-1.15","-1.56",""
"iShares U.S. Energy ETF","IYE","1195","NYSE","12","Finance","Financial - Investment Funds","47.8","","",""
"iShares U.S. Real Estate ETF","IYR","3762.63","NYSE","12","Finance","Financial - Investment Funds","97.1","","",""
"iShares U.S. Technology ETF","IYW","23262.53","NYSE","12","Finance","Financial - Investment Funds","184.55","","",""
"IZEA WORLDWIDE","IZEA","70.42","NSDQ","12","Computer and Technology","Internet - Software","4.14","-.72",".44",".62"
"ICZOOM Group Inc.","IZM","19.76","NSDQ","6","Computer and Technology","Electronics - Miscellaneous Components","2.5","-.2","",""
"JACOBS SOLUTNS","J","17561.1","NYSE","9","Business Services","Technology Services","146.91","5.28","6.05","6.97"
"Jack In The Box","JACK","353.86","NSDQ","9","Retail-Wholesale","Retail - Restaurants","18.74","6.2","4.67","4.66"
"Jackson Acquisition Company II","JACS","305.92","NYSE","12","Unclassified","Unclassified","10.3388","","",""
"Jaguar Mining","JAGGF","274.15","OTC","12","Basic Materials","Mining - Gold","3.4565","-.02","",""
"Jaguar Animal Health","JAGX","3.48","NSDQ","12","Medical","Medical - Drugs","1.6","-130.69","-23.81","-5.68"
"JAKKS Pacific","JAKK","201.98","NSDQ","12","Consumer Discretionary","Toys - Games - Hobbies","18.12","3.79","2.34","3.68"
"Jamf","JAMF","1222.39","NSDQ","12","Business Services","Technology Services","9.27",".61",".84",".99"
"Jammin Java","JAMN","1.37","OTC","12","Consumer Staples","Beverages - Soft drinks","","0","",""
"Janel World Trade","JANL","47.45","OTC","9","Transportation","Transportation - Services","40",".18","",""
"Janux Therapeutics","JANX","1385.17","NSDQ","12","Medical","Medical - Biomedical and Genetics","23.05","-1.28","-2.4","-3.3"
"JAPAN TOB","JAPAY","56886.34","OTC","12","Consumer Staples","Tobacco","16.019",".86",".9","1.04"
"Japan Airlines","JAPSY","9316.13","OTC","3","Transportation","Transportation - Airline","10.67",".8","1.05","1.17"
"Jazz Pharmaceuticals","JAZZ","7650.9","NSDQ","12","Medical","Medical - Biomedical and Genetics","126.13","20.9","5.23","22.03"
"JBDI Holdings Limited","JBDI","20.38","NSDQ","5","Business Services","Waste Removal Services","1.03","","",""
"JBG SMITH Properties","JBGS","1307.94","NYSE","12","Finance","REIT and Equity Trust - Other","21.19",".83","",""
"J.B. Hunt Transport Services","JBHT","13937.16","NSDQ","12","Transportation","Transportation - Truck","143.98","5.56","5.63","6.87"
"Janus International Group","JBI","1445.86","NYSE","12","Construction","Building Products - Miscellaneous","10.41",".57",".65",".74"
"Jade Biosciences, Inc.","JBIO","263.62","NSDQ","12","Medical","Medical - Biomedical and Genetics","8.08","-85.61","-3.24","-2.16"
"Jabil","JBL","22523","NYSE","8","Computer and Technology","Electronics - Manufacturing Services","209.87","8.49","9.39","11.05"
"JetBlue Airways","JBLU","1901.96","NSDQ","12","Transportation","Transportation - Airline","5.23","-.71","-1.65","-.78"
"JBS","JBSAY","16014.8","OTC","12","Consumer Staples","Food - Meat Products","14.44","1.6","1.18","1.16"
"John B. Sanfilippo & Son","JBSS","752.03","NSDQ","6","Consumer Staples","Food - Miscellaneous","64.59","5.03","",""
"JBT Marel Corporation","JBTM","7486.85","NYSE","12","Business Services","Technology Services","144.06","5.1","5.83","7.39"
"Jefferson Capital, Inc.","JCAP","1135.61","NSDQ","12","Finance","Financial - Miscellaneous Services","19.49","","3.35","2.74"
"JC Decaux","JCDXF","3677.04","OTC","12","Business Services","Advertising and Marketing","17.25","1.31","",""
"Johnson Controls International","JCI","71098.98","NYSE","9","Construction","Building Products - Wood","108.65","3.71","3.65","4.3"
"JE Cleantech ","JCSE","5.41","NSDQ","12","Industrial Products","Industrial Services","1.02","0","",""
"JewettCameron","JCTC","13.02","NSDQ","8","Retail-Wholesale","Building Products - Retail","3.7",".21","",""
"JD.com","JD","42444.17","NSDQ","12","Retail-Wholesale","Internet - Commerce","30.39","4.26","2.48","3.61"
"JDE Peets NV - Unsponsored ADR","JDEPY","17709.69","OTC","12","Consumer Staples","Beverages - Soft drinks","18.24","","1.01","1.09"
"J D Wetherspoon","JDWPY","1147.16","OTC","7","Retail-Wholesale","Retail - Restaurants","50.74","2.95","",""
"JIADE Limited","JDZG","5.36","NSDQ","12","Consumer Discretionary","Schools","1.77","","",""
"Jefferies Financial Group","JEF","13509.29","NYSE","11","Finance","Financial - Miscellaneous Services","65.49","3.06","2.19","4.16"
"Jeld-Wen","JELD","516.69","NYSE","12","Construction","Building Products - Wood","6.05",".78",".08",".4"
"707 Cayman Holdings Limited","JEM","48.29","NSDQ","12","Consumer Discretionary","Textile - Apparel","2.2","","",""
"Jena Acquisition Corporation II","JENA","293.81","NYSE","12","Unclassified","Unclassified","10.14","","",""
"abrdn Japan Equity Fund Inc.","JEQ","113.56","NYSE","10","Finance","Financial - Investment Funds","8.2","","",""
"Global Crossing Airlines Group","JETMF","41.92","OTC","12","Transportation","Transportation - Airline",".65","-.14","",""
"JFB Construction Holding","JFB","65.91","NSDQ","12","Construction","Building Products - Miscellaneous","6.94",".02","",""
"Jeffersonville Bancorp","JFBC","93.16","OTC","12","Finance","Banks - Northeast","22","2.68","",""
"Jeffs' Brands Ltd.","JFBR","2.87","NSDQ","12","Retail-Wholesale","Internet - Commerce","5.18","-202.55","",""
"Jfe Holdings","JFEEF","7943.13","OTC","3","Basic Materials","Steel - Producers","12.49",".95","",""
"Jiayin Group","JFIN","703.41","NSDQ","12","Computer and Technology","Internet - Software","13.18","2.72","",""
"9F","JFU","28.02","NSDQ","12","Finance","Financial - Miscellaneous Services","2.38",".58","",""
"JSB FINANCIAL","JFWV","27.04","OTC","12","Finance","Banks - Northeast","105","15.94","",""
"Aurora Mobile Limited","JG","62.13","NSDQ","12","Computer and Technology","Internet - Software","10.35","-.06","",""
"Jungheinrich","JGHAF","2149.2","OTC","12","Transportation","Transportation - Services","39.8","3.05","",""
"Janus Henderson Group","JHG","6967.56","NYSE","12","Finance","Financial - Investment Management","44.67","3.53","3.62","4"
"John Hancock Investors Trust","JHI","124.17","NYSE","12","Finance","Financial - Investment Funds","14.1999","","",""
"John Hancock Income Securities Trust","JHS","145.24","NYSE","12","Finance","Financial - Investment Funds","11.56","","",""
"James Hardie Industries","JHX","8850.75","NYSE","3","Construction","Building Products - Miscellaneous","20.59","1.49","1.02","1.18"
"J.Jill","JILL","260.73","NYSE","1","Retail-Wholesale","Retail - Apparel and Shoes","17.06","3.47","2.77","3.22"
"J & J Snack Foods","JJSF","2173.76","NSDQ","9","Consumer Staples","Food - Miscellaneous","111.66","4.93","3.89","4.72"
"Jack Henry & Associates","JKHY","11864.92","NSDQ","6","Computer and Technology","Computers - IT Services","162.82","6.24","6.19","6.61"
"JinkoSolar","JKS","1136.98","NYSE","12","Oils-Energy","Solar","22.13",".65","-11.16","-5.74"
"J-Long Group Limited","JL","17.61","NSDQ","3","Consumer Discretionary","Textile - Apparel","5.8688",".8","",""
"Jones Lang LaSalle","JLL","14435.17","NYSE","12","Finance","Real Estate - Operations","304.66","14.01","16.79","19.94"
"Jardine Matheson","JMHLY","17461.88","OTC","12","Conglomerates","Diversified Operations","59.18","5.07","",""
"Jumia Technologies","JMIA","1118.09","NYSE","12","Retail-Wholesale","Internet - Commerce","9.13","-.9","",""
"Nuveen Multi-Market Income Fund","JMM","59.9","NYSE","10","Finance","Financial - Investment Funds","6.33","","",""
"Johnson Matthey","JMPLY","4398.21","OTC","3","Basic Materials","Chemical - Diversified ","52.41","3.81","4","3.9"
"John Marshall Bancorp, Inc.","JMSB","284.24","NSDQ","12","Finance","Banks - Southeast","19.99","1.2","",""
"Johnson & Johnson","JNJ","422543.06","NYSE","12","Medical","Large Cap Pharmaceuticals","175.45","9.98","10.86","11.36"
"SPDR Bloomberg High Yield Bond ETF","JNK","8153.8","NYSE","12","Finance","Financial - Investment Funds","97.68","","",""
"GEE Group","JOB","21.25","AMEX","9","Business Services","Staffing Firms",".1942","-.07","",""
"Joby Aviation, Inc.","JOBY","12214.86","NYSE","12","Transportation","Transportation - Airline","14.27","-.79","-.83","-.71"
"The St. Joe Company","JOE","2933.63","NYSE","12","Finance","Real Estate - Development","50.66","1.27","",""
"Japan Smaller Capitalization Fund, Inc.","JOF","376.2","NYSE","2","Finance","Financial - Investment Funds","10.68","","",""
"Johnson Outdoors","JOUT","420.91","NSDQ","9","Consumer Discretionary","Leisure and Recreation Products","40.58","-2.6","-1.19","1.05"
"JOYY Inc. Sponsored ADR","JOYY","2689.87","NSDQ","12","Computer and Technology","Internet - Services","51.67","4.96","",""
"JPMorgan Chase & Co.","JPM","827868.44","NYSE","12","Finance","Financial - Investment Bank","301.07","19.75","19.5","20.38"
"The Japan Steel Works","JPSWY","4720.94","OTC","3","Industrial Products","Manufacturing - General Industrial ","31.72",".81","1.01","1.36"
"Jeronimo Martins SGPS","JRONY","15490.05","OTC","12","Retail-Wholesale","Retail - Supermarkets","49.23","2.06","2.62","3.1"
"Jerash Holdings","JRSH","43.18","NSDQ","3","Consumer Discretionary","Textile - Apparel","3.4","-.07","",""
"James River Group","JRVR","258.05","NSDQ","12","Finance","Insurance - Multi line","5.62","-1.07",".95","1.15"
"J. Sainsbury","JSAIY","9380.94","OTC","3","Retail-Wholesale","Retail - Supermarkets","16.35","1.16","1.25","1.53"
"Jasper Therapeutics","JSPR","46.16","NSDQ","12","Medical","Medical - Biomedical and Genetics","2.84","-4.89","-4.84","-3.72"
"JET.AI INC","JTAI","10.8","NSDQ","12","Conglomerates","Diversified Operations","3.31","-47.93","",""
"Grubhub","JTKWY","4874.17","OTC","12","Retail-Wholesale","Internet - Commerce","4.665","-.52","-.22",".14"
"Jupiter Neurosciences, Inc.","JUNS","50.86","NSDQ","12","Medical","Medical - Drugs","1.46","-.08","-.26",".06"
"Jushi Holdings Inc.","JUSHF","147.15","OTC","12","Medical","Medical - Products",".7481","-.25","-.25","-.19"
"Jutal Offshore Oil Services","JUTOY","201.82","OTC","12","Oils-Energy","Oil and Gas - Mechanical and and Equipment","23.67","3.12","",""
"Coffee Holding Co.","JVA","23.52","NSDQ","10","Consumer Staples","Beverages - Soft drinks","4.12",".39","",""
"Jowell Global","JWEL","4.29","NSDQ","12","Retail-Wholesale","Internet - Commerce","1.976","-3.69","",""
"Aquaron Acquisition Corp.","JXG","2.29","NSDQ","12","Conglomerates","Diversified Operations","1.0182",".86","",""
"Jackson Financial","JXN","6842.56","NYSE","12","Finance","Insurance - Life Insurance","98.24","18.79","20.44","22.19"
"Jayud Global Logistics Limited","JYD","16.75","NSDQ","12","Transportation","Transportation - Services",".1785","-.24","",""
"The Joint","JYNT","163.71","NSDQ","12","Medical","Medical - HMOs","10.67","-.1",".03",".66"
"Jianzhi Education Technology Group Company Ltd. Sponsored ADR","JZ","4.58","NSDQ","12","Business Services","Technology Services","1.6265","-2","",""
"Jiuzi","JZXN","9.44","NSDQ","10","Auto-Tires-Trucks","Automotive - Foreign",".8574","-6.22","",""
"KELLANOVA","K","27629.27","NYSE","12","Consumer Discretionary","Consumer Products - Discretionary","79.47","3.86","3.65","3.8"
"Kadant","KAI","3888.8","NYSE","12","Industrial Products","Manufacturing - General Industrial ","330.19","10.28","9.14","10.38"
"KALA BIO, Inc.","KALA","74.35","NSDQ","12","Medical","Medical - Biomedical and Genetics","10.59","-10.15","-5.32","-3.35"
"Kaiser Aluminum","KALU","1269.97","NSDQ","12","Industrial Products","Metal Products - Procurement and Fabrication","78.5","2.51","4.64","6.28"
"KalVista Pharmaceuticals","KALV","680.09","NSDQ","4","Medical","Medical - Drugs","13.51","-3.69","-3.31","-1.84"
"Kairos Pharma, Ltd.","KAPA","26.14","AMEX","12","Medical","Medical - Biomedical and Genetics","1.26","-.23","-.29","-.33"
"OPENLANE, Inc.","KAR","3073.24","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","28.91",".85","1.08","1.11"
"Karooooo","KARO","1622.82","NSDQ","2","Computer and Technology","Internet - Software","52.53","1.63","1.93","2.19"
"KB Financial Group","KB","30253.76","NYSE","12","Finance","Banks - Foreign","79.31","9.33","11","11.93"
"KBC Group","KBCSY","49462.28","OTC","12","Finance","Banks - Foreign","59.23","4.51","5.03","5.62"
"Kayne Anderson BDC, Inc.","KBDC","1060.77","NYSE","12","Finance","Financial - SBIC & Commercial Industry","15.03","2.03","1.61","1.58"
"KB Home","KBH","4317.78","NYSE","11","Construction","Building Products - Home Builders","63.45","8.45","6.55","6.86"
"KBR","KBR","6607","NYSE","12","Construction","Engineering - R and D Services","51.28","3.34","3.77","4.19"
"FST Corp.","KBSX","63.42","NSDQ","12","Unclassified","Unclassified","1.68",".04","",""
"Kingsoft Cloud","KC","4213.36","NSDQ","12","Computer and Technology","Internet - Software","15.07","-.45","-.45","-.21"
"KimberlyClark de Mexico","KCDMY","5848.9","OTC","12","Basic Materials","Paper and Related Products","9.51",".7","",""
"Kochav Defense Acquisition Corp.","KCHV","343.26","NSDQ","12","Unclassified","Unclassified","10.02","","",""
"Kansas City Life Insurance Co.","KCLI","330.59","OTC","12","Finance","Insurance - Life Insurance","34.14","-.51","",""
"Kyndryl Holdings, Inc.","KD","7283.35","NYSE","3","Business Services","Technology Services","31.51","1.19","2.22","3.43"
"KDDI","KDDIY","73706.12","OTC","3","Computer and Technology","Wireless Non-US ","17.6","1.11","1.83","1.44"
"Kidoz","KDOZF","21.15","OTC","12","Consumer Discretionary","Gaming",".1611","0",".02",".02"
"Keurig Dr Pepper","KDP","39788.57","NSDQ","12","Consumer Staples","Beverages - Soft drinks","29.29","1.92","2.05","2.18"
"Kimball Electronics","KE","703.62","NSDQ","6","Computer and Technology","Electronics - Miscellaneous Products","28.86","1.12","1.25","1.19"
"Kelly Services","KELYA","497.05","NSDQ","12","Business Services","Staffing Firms","14.1","2.34","2.15","2.71"
"Kelly Services","KELYB","514.68","NSDQ","12","Business Services","Staffing Firms","14.6","2.34","",""
"Kenon","KEN","2469.31","NYSE","12","Utilities","Utility - Electric Power","47.35",".31","",""
"Korea Electric Power","KEP","17320.19","NYSE","12","Utilities","Utility - Electric Power","13.49","1.99","",""
"Kewaunee Scientific","KEQU","169.98","NSDQ","4","Computer and Technology","Instruments - Scientific","57.68","5.37","",""
"Kirby","KEX","5437.15","NYSE","12","Transportation","Transportation - Shipping","97.44","5.46","6.37","7.53"
